City_ID,City,Country,Date,Lat,Lng,Lng,Lng,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
439,Nishihara,JP,2021-06-06 23:26:39,26.1842,127.7558,127.7558,127.7558,127.7558,76.28,91,90,6.17
440,Sigayevo,RU,2021-06-06 23:29:34,56.4216,53.7757,53.7757,53.7757,53.7757,52.84,78,2,0.67
441,Kungurtug,RU,2021-06-06 23:29:35,50.5994,97.5228,97.5228,97.5228,97.5228,37.99,92,100,3.04
442,Kyzyl-Suu,KG,2021-06-06 23:29:35,42.3414,78.0056,78.0056,78.0056,78.0056,56.79,62,100,6.82
443,Yarmouth,US,2021-06-06 23:27:21,41.7057,-70.2286,-70.2286,-70.2286,-70.2286,87.78,48,1,8.99
444,Vung Tau,VN,2021-06-06 23:29:35,10.346,107.0843,107.0843,107.0843,107.0843,82.44,82,100,14.88
445,Nhulunbuy,AU,2021-06-06 23:25:15,-12.2333,136.7667,136.7667,136.7667,136.7667,81.21,74,90,12.66
446,Manadhoo,MV,2021-06-06 23:29:36,5.7667,73.3833,73.3833,73.3833,73.3833,82.36,78,100,15.66
447,Tshikapa,CD,2021-06-06 23:29:36,-6.4167,20.8,20.8,20.8,20.8,76.03,49,69,2.1
448,Byron Bay,AU,2021-06-06 23:25:49,-28.65,153.6167,153.6167,153.6167,153.6167,64.35,75,11,5.91
449,Banamba,ML,2021-06-06 23:29:37,13.55,-7.45,-7.45,-7.45,-7.45,89.46,31,1,2.55
450,Sisimiut,GL,2021-06-06 23:26:27,66.9395,-53.6735,-53.6735,-53.6735,-53.6735,42.8,83,100,3.15
451,Waitati,NZ,2021-06-06 23:29:38,-45.75,170.5667,170.5667,170.5667,170.5667,53.8,71,98,3.85
452,Great Falls,US,2021-06-06 23:29:38,47.5002,-111.3008,-111.3008,-111.3008,-111.3008,66.67,25,1,1.99
453,San Gabriel,US,2021-06-06 23:29:24,34.0961,-118.1058,-118.1058,-118.1058,-118.1058,86.7,50,1,12.66
454,Touros,BR,2021-06-06 23:26:29,-5.1989,-35.4608,-35.4608,-35.4608,-35.4608,76.1,86,12,12.84
455,Marsh Harbour,BS,2021-06-06 23:25:33,26.5412,-77.0636,-77.0636,-77.0636,-77.0636,79.52,77,97,13.35
456,Barra Patuca,HN,2021-06-06 23:29:39,15.8,-84.2833,-84.2833,-84.2833,-84.2833,83.5,74,34,13.35
457,Camacha,PT,2021-06-06 23:29:39,33.0833,-16.3333,-16.3333,-16.3333,-16.3333,63.36,72,40,10.36
458,Nicoya,CR,2021-06-06 23:29:40,10.1483,-85.452,-85.452,-85.452,-85.452,81.95,72,95,3.49
459,Doha,QA,2021-06-06 23:29:40,25.2867,51.5333,51.5333,51.5333,51.5333,93.18,62,0,4.61
460,Minab,IR,2021-06-06 23:29:40,27.1467,57.0801,57.0801,57.0801,57.0801,89.1,77,42,6.33
461,Shimoda,JP,2021-06-06 23:29:41,34.6667,138.95,138.95,138.95,138.95,73.76,83,95,3.44
462,Wladyslawowo,PL,2021-06-06 23:29:41,54.7909,18.4009,18.4009,18.4009,18.4009,57.94,65,18,3.13
463,Shahrud,IR,2021-06-06 23:29:41,36.4182,54.9763,54.9763,54.9763,54.9763,72.16,42,0,7.7
464,Marrakesh,MA,2021-06-06 23:27:59,31.6315,-8.0083,-8.0083,-8.0083,-8.0083,78.87,47,0,6.91
465,Liverpool,GB,2021-06-06 23:29:42,53.4106,-2.9779,-2.9779,-2.9779,-2.9779,60.13,82,40,3.62
466,Winsum,NL,2021-06-06 23:29:42,53.33,6.5208,6.5208,6.5208,6.5208,57.18,88,5,8.01
467,Uglegorsk,RU,2021-06-06 23:29:43,49.0833,142.0333,142.0333,142.0333,142.0333,48.72,82,83,7.4
468,Victoria Point,AU,2021-06-06 23:29:43,-27.5833,153.3,153.3,153.3,153.3,64.38,74,52,1.01
469,Shelopugino,RU,2021-06-06 23:29:43,51.6514,117.5599,117.5599,117.5599,117.5599,64.67,44,3,4.23
470,Champerico,GT,2021-06-06 23:29:44,14.3,-91.9167,-91.9167,-91.9167,-91.9167,85.35,69,42,7.05
471,Henties Bay,NA,2021-06-06 23:25:00,-22.116,14.2845,14.2845,14.2845,14.2845,68.56,44,0,3.36
472,Sira,IN,2021-06-06 23:29:44,13.7453,76.9092,76.9092,76.9092,76.9092,73.83,82,58,5.44
473,Sterling,US,2021-06-06 23:26:28,39.0062,-77.4286,-77.4286,-77.4286,-77.4286,90.37,54,40,11.5
474,Crib Point,AU,2021-06-06 23:29:45,-38.35,145.2,145.2,145.2,145.2,58.35,79,100,26.28
475,Churapcha,RU,2021-06-06 23:29:45,62.0025,132.4325,132.4325,132.4325,132.4325,62.4,66,99,4.14
476,Hami,CN,2021-06-06 23:29:46,42.8,93.45,93.45,93.45,93.45,64.26,17,32,12.95
477,Kochi,IN,2021-06-06 23:29:46,9.9399,76.2602,76.2602,76.2602,76.2602,76.98,84,69,2.46
478,Kisanga,TZ,2021-06-06 23:29:47,-7.4362,37.7034,37.7034,37.7034,37.7034,71.69,76,94,2.75
479,Kurush,RU,2021-06-06 23:29:47,41.2841,47.8345,47.8345,47.8345,47.8345,37.29,93,90,7.94
480,Komsomolskiy,UZ,2021-06-06 23:29:48,40.4272,71.7189,71.7189,71.7189,71.7189,79.52,31,77,6.91
481,Hohhot,CN,2021-06-06 23:29:48,40.8106,111.6522,111.6522,111.6522,111.6522,66.49,59,0,5.06
482,Port Hardy,CA,2021-06-06 23:26:47,50.6996,-127.4199,-127.4199,-127.4199,-127.4199,55.58,76,75,11.5
483,Mandalgovi,MN,2021-06-06 23:24:34,45.7625,106.2708,106.2708,106.2708,106.2708,44.74,75,5,19.69
484,Filingue,NE,2021-06-06 23:29:49,14.3521,3.3168,3.3168,3.3168,3.3168,80.73,65,88,29.06
485,Magadi,IN,2021-06-06 23:29:49,12.9667,77.2333,77.2333,77.2333,77.2333,71.94,91,100,6.22
486,Kamenka,RU,2021-06-06 23:25:50,51.3223,42.7678,42.7678,42.7678,42.7678,53.85,94,60,6.53
487,Vanavara,RU,2021-06-06 23:29:50,60.34,102.2797,102.2797,102.2797,102.2797,42.8,54,72,3.85
488,Baykit,RU,2021-06-06 23:29:50,61.67,96.37,96.37,96.37,96.37,39.4,61,62,3.67
489,Nelson Bay,AU,2021-06-06 23:29:51,-32.7167,152.15,152.15,152.15,152.15,56.1,75,28,1.99
490,Walvis Bay,NA,2021-06-06 23:29:51,-22.9575,14.5053,14.5053,14.5053,14.5053,72.55,23,0,8.21
491,Smila,UA,2021-06-06 23:29:51,49.2224,31.8871,31.8871,31.8871,31.8871,54.32,92,52,6.26
492,Gwadar,PK,2021-06-06 23:29:52,25.1216,62.3254,62.3254,62.3254,62.3254,82.67,77,35,3.36
493,Pinega,RU,2021-06-06 23:29:52,64.7001,43.3936,43.3936,43.3936,43.3936,35.35,76,16,7.31
494,Villazon,BO,2021-06-06 23:26:35,-22.0866,-65.5942,-65.5942,-65.5942,-65.5942,45.86,12,0,10.87
495,Severnyy,RU,2021-06-06 23:29:53,50.677,36.5532,36.5532,36.5532,36.5532,53.64,100,0,4.47
496,Dali,CN,2021-06-06 23:29:53,25.7,100.1833,100.1833,100.1833,100.1833,62.08,91,50,3.13
497,Sangar,RU,2021-06-06 23:29:53,63.9242,127.4739,127.4739,127.4739,127.4739,44.26,94,100,3.2
498,Muros,ES,2021-06-06 23:29:54,42.7762,-9.0603,-9.0603,-9.0603,-9.0603,64.83,81,48,10.31
499,Gayny,RU,2021-06-06 23:29:54,60.3071,54.3241,54.3241,54.3241,54.3241,56.52,73,79,3.89
500,Lianran,CN,2021-06-06 23:29:55,24.9227,102.485,102.485,102.485,102.485,61.34,95,68,3.56
501,Davlekanovo,RU,2021-06-06 23:29:55,54.2215,55.0343,55.0343,55.0343,55.0343,48.22,71,8,2.13
502,Scarborough,GB,2021-06-06 23:29:56,54.2797,-0.4044,-0.4044,-0.4044,-0.4044,57.9,89,24,1.01
503,Vilhena,BR,2021-06-06 23:29:56,-12.7406,-60.1458,-60.1458,-60.1458,-60.1458,77.22,73,0,4.61
504,Sao Filipe,CV,2021-06-06 23:26:35,14.8961,-24.4956,-24.4956,-24.4956,-24.4956,74.62,71,36,11.3
505,Porto Novo,BJ,2021-06-06 23:29:57,6.4965,2.6036,2.6036,2.6036,2.6036,82.22,82,86,6.89
506,Mayumba,GA,2021-06-06 23:24:42,-3.432,10.6554,10.6554,10.6554,10.6554,75.42,93,98,5.88
507,Kidal,ML,2021-06-06 23:26:58,18.4411,1.4078,1.4078,1.4078,1.4078,94.23,15,4,3.36
508,Nsunga,TZ,2021-06-06 23:29:58,-1.1439,31.3947,31.3947,31.3947,31.3947,63.23,82,84,2.04
509,Ongandjera,NA,2021-06-06 23:29:58,-17.8833,15.0667,15.0667,15.0667,15.0667,60.06,39,2,8.19
510,Paracatu,BR,2021-06-06 23:29:58,-17.2222,-46.8747,-46.8747,-46.8747,-46.8747,71.56,50,100,1.05
511,Yenagoa,NG,2021-06-06 23:29:59,4.9247,6.2642,6.2642,6.2642,6.2642,72.84,95,99,0.51
512,Haines Junction,CA,2021-06-06 23:29:59,60.7522,-137.5108,-137.5108,-137.5108,-137.5108,60.75,44,100,11.5
513,Aklavik,CA,2021-06-06 23:26:48,68.2191,-135.0107,-135.0107,-135.0107,-135.0107,47.23,38,12,8.63
514,Vazante,BR,2021-06-06 23:30:00,-17.9869,-46.9078,-46.9078,-46.9078,-46.9078,72.45,44,100,0.94
515,East Bethel,US,2021-06-06 23:30:00,45.3194,-93.2025,-93.2025,-93.2025,-93.2025,93.09,39,0,15.79
516,Asau,RO,2021-06-06 23:27:18,46.4333,26.4,26.4,26.4,26.4,56.39,76,4,4.85
517,Kismayo,SO,2021-06-06 23:30:00,-0.3582,42.5454,42.5454,42.5454,42.5454,76.5,85,58,14.38
518,Rincon,US,2021-06-06 23:30:01,32.296,-81.2354,-81.2354,-81.2354,-81.2354,80.85,89,75,8.5
519,Bela,IN,2021-06-06 23:30:01,25.9333,81.9833,81.9833,81.9833,81.9833,93.31,37,79,7.47
520,Abu Samrah,SY,2021-06-06 23:30:03,35.3029,37.1841,37.1841,37.1841,37.1841,65.5,43,0,6.69
521,Burghausen,DE,2021-06-06 23:30:03,48.1667,12.8333,12.8333,12.8333,12.8333,60.19,100,100,1.43
522,Kushima,JP,2021-06-06 23:30:04,31.4583,131.2333,131.2333,131.2333,131.2333,71.64,74,100,3.11
523,Mosalsk,RU,2021-06-06 23:30:04,54.4881,34.9817,34.9817,34.9817,34.9817,53.96,97,88,6.2
524,Oranjestad,AW,2021-06-06 23:30:04,12.524,-70.027,-70.027,-70.027,-70.027,82.35,81,20,8.99
525,Bluefields,NI,2021-06-06 23:30:05,12.0137,-83.7635,-83.7635,-83.7635,-83.7635,78.35,91,77,8.5
526,Eskilstuna,SE,2021-06-06 23:30:05,59.3666,16.5077,16.5077,16.5077,16.5077,60.04,75,31,3.33
527,Dongsheng,CN,2021-06-06 23:26:25,39.8161,109.9776,109.9776,109.9776,109.9776,67.71,43,100,13.51
528,Omagh,GB,2021-06-06 23:30:06,54.6,-7.3,-7.3,-7.3,-7.3,48.0,96,97,3.27
529,Dondaicha,IN,2021-06-06 23:30:06,21.3333,74.5667,74.5667,74.5667,74.5667,81.77,70,73,11.56
530,Nyurba,RU,2021-06-06 23:30:06,63.2842,118.3319,118.3319,118.3319,118.3319,51.96,45,77,15.7
531,Solnechnyy,RU,2021-06-06 23:24:40,50.7214,136.6319,136.6319,136.6319,136.6319,55.81,84,78,4.05
532,Lishui,CN,2021-06-06 23:30:07,28.4604,119.9103,119.9103,119.9103,119.9103,74.68,68,46,2.62
533,Karlskoga,SE,2021-06-06 23:30:07,59.3267,14.5239,14.5239,14.5239,14.5239,60.71,89,82,2.95
534,Thanh Hoa,VN,2021-06-06 23:30:08,19.8,105.7667,105.7667,105.7667,105.7667,79.63,89,100,3.94
535,Baoqing,CN,2021-06-06 23:30:08,46.3317,132.2111,132.2111,132.2111,132.2111,68.04,58,0,2.95
536,Ukiah,US,2021-06-06 23:30:08,39.1502,-123.2078,-123.2078,-123.2078,-123.2078,90.12,30,1,10.36
537,Dingle,PH,2021-06-06 23:26:41,10.9995,122.6711,122.6711,122.6711,122.6711,78.48,82,100,2.04
538,Gushikawa,JP,2021-06-06 23:30:09,26.3544,127.8686,127.8686,127.8686,127.8686,76.23,88,75,7.09
539,Provost,CA,2021-06-06 23:30:09,52.3501,-110.2683,-110.2683,-110.2683,-110.2683,72.05,35,51,10.2
540,Pontianak,ID,2021-06-06 23:30:10,-0.0333,109.3333,109.3333,109.3333,109.3333,75.18,100,20,3.62
541,Novaya Zaimka,RU,2021-06-06 23:30:10,56.4857,66.9241,66.9241,66.9241,66.9241,54.14,69,10,7.92
542,Izumo,JP,2021-06-06 23:30:10,35.3667,132.7667,132.7667,132.7667,132.7667,71.55,73,75,4.94
543,Tanout,NE,2021-06-06 23:30:11,14.9709,8.8879,8.8879,8.8879,8.8879,86.97,32,95,3.8
544,Barcelos,PT,2021-06-06 23:30:11,41.5388,-8.6151,-8.6151,-8.6151,-8.6151,64.92,85,4,1.45
545,Matagami,CA,2021-06-06 23:30:11,49.7502,-77.6328,-77.6328,-77.6328,-77.6328,84.31,45,1,6.93
546,Poum,NC,2021-06-06 23:21:18,-20.2333,164.0167,164.0167,164.0167,164.0167,73.04,58,82,15.3
547,Belaya Gora,RU,2021-06-06 23:30:12,68.5333,146.4167,146.4167,146.4167,146.4167,44.47,62,98,3.13
548,Ipixuna,BR,2021-06-06 23:30:12,-1.7625,-48.8043,-48.8043,-48.8043,-48.8043,80.55,82,92,4.34
549,Pandaria,IN,2021-06-06 23:30:12,22.2333,81.4167,81.4167,81.4167,81.4167,84.0,53,7,3.8
550,Zarubino,RU,2021-06-06 23:30:13,42.63,131.0922,131.0922,131.0922,131.0922,59.29,76,66,4.18
551,Okhotsk,RU,2021-06-06 23:30:13,59.3833,143.3,143.3,143.3,143.3,45.55,81,100,3.91
552,Flinders,AU,2021-06-06 23:30:13,-34.5833,150.8552,150.8552,150.8552,150.8552,60.06,72,91,5.06
553,Lyngseidet,NO,2021-06-06 23:30:14,69.5763,20.2189,20.2189,20.2189,20.2189,48.29,54,22,4.59
554,Ismailia,EG,2021-06-06 23:30:14,30.6043,32.2723,32.2723,32.2723,32.2723,65.95,76,0,6.93
555,Barrhead,GB,2021-06-06 23:30:15,55.7992,-4.3929,-4.3929,-4.3929,-4.3929,50.85,79,85,1.01
556,San Andres,CO,2021-06-06 23:26:02,12.5847,-81.7006,-81.7006,-81.7006,-81.7006,82.53,81,43,17.87
557,Aasiaat,GL,2021-06-06 23:30:15,68.7098,-52.8699,-52.8699,-52.8699,-52.8699,36.82,86,55,7.2
558,Monrovia,LR,2021-06-06 23:30:15,6.3005,-10.7969,-10.7969,-10.7969,-10.7969,76.77,84,98,8.81
559,Aswan,EG,2021-06-06 23:25:07,24.0934,32.907,32.907,32.907,32.907,83.77,16,3,13.35
560,Lompoc,US,2021-06-06 23:24:19,34.6391,-120.4579,-120.4579,-120.4579,-120.4579,74.79,72,90,11.01
561,Peachland,CA,2021-06-06 23:30:16,49.7665,-119.7357,-119.7357,-119.7357,-119.7357,63.68,39,100,7.0
562,Puerto Gaitan,CO,2021-06-06 23:27:20,4.3133,-72.0816,-72.0816,-72.0816,-72.0816,75.36,89,94,9.01
563,Turayf,SA,2021-06-06 23:30:16,31.6725,38.6637,38.6637,38.6637,38.6637,70.05,43,0,6.91
564,Teahupoo,PF,2021-06-06 23:30:17,-17.8333,-149.2667,-149.2667,-149.2667,-149.2667,80.56,70,41,10.89
565,Mayo,US,2021-06-06 23:26:05,38.8876,-76.5119,-76.5119,-76.5119,-76.5119,91.35,62,1,1.99
566,Zatoka,UA,2021-06-06 23:30:17,46.0725,30.4654,30.4654,30.4654,30.4654,55.94,78,21,10.8
567,Kayasula,RU,2021-06-06 23:30:18,44.325,45.0,45.0,45.0,45.0,59.02,96,100,11.68
568,Plettenberg Bay,ZA,2021-06-06 23:30:18,-34.0527,23.3716,23.3716,23.3716,23.3716,67.78,29,1,11.25
569,Capinopolis,BR,2021-06-06 23:30:18,-18.6819,-49.5697,-49.5697,-49.5697,-49.5697,73.08,41,90,3.74
570,Kirensk,RU,2021-06-06 23:30:19,57.7853,108.1119,108.1119,108.1119,108.1119,52.38,56,74,5.68
