City_ID,City,Country,Date,Lat,Lng,Lng,Lng,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
216,Saint-Junien,FR,2021-06-06 23:28:33,45.8833,0.9,0.9,0.9,0.9,59.58,97,34,2.21
217,Ossora,RU,2021-06-06 23:28:34,59.2353,163.0719,163.0719,163.0719,163.0719,40.46,94,100,5.68
218,Jalu,LY,2021-06-06 23:27:03,29.0331,21.5482,21.5482,21.5482,21.5482,74.97,31,0,9.04
219,Tuy Hoa,VN,2021-06-06 23:25:27,13.0833,109.3,109.3,109.3,109.3,80.69,77,100,10.29
220,Czluchow,PL,2021-06-06 23:28:34,53.6672,17.3588,17.3588,17.3588,17.3588,59.05,69,54,4.79
221,Port Shepstone,ZA,2021-06-06 23:28:35,-30.7414,30.455,30.455,30.455,30.455,60.06,83,0,14.03
222,Torbay,CA,2021-06-06 23:22:10,47.6666,-52.7314,-52.7314,-52.7314,-52.7314,43.29,91,75,14.97
223,Kjollefjord,NO,2021-06-06 23:28:35,70.9457,27.3465,27.3465,27.3465,27.3465,40.06,67,2,2.46
224,Nemuro,JP,2021-06-06 23:28:35,43.3236,145.575,145.575,145.575,145.575,52.77,86,31,1.57
225,Sawakin,SD,2021-06-06 23:28:36,19.1059,37.3321,37.3321,37.3321,37.3321,82.53,64,26,8.43
226,Kawalu,ID,2021-06-06 23:28:36,-7.3817,108.2082,108.2082,108.2082,108.2082,71.01,98,77,1.14
227,Urambo,TZ,2021-06-06 23:28:36,-5.0667,32.05,32.05,32.05,32.05,70.05,56,95,6.8
228,Vestmannaeyjar,IS,2021-06-06 23:26:04,63.4427,-20.2734,-20.2734,-20.2734,-20.2734,47.98,88,100,16.33
229,Ancud,CL,2021-06-06 23:25:10,-41.8697,-73.8203,-73.8203,-73.8203,-73.8203,52.23,85,100,16.35
230,Saint-Leu,RE,2021-06-06 23:28:37,-21.15,55.2833,55.2833,55.2833,55.2833,72.46,83,64,16.51
231,Ovalle,CL,2021-06-06 23:28:37,-30.5983,-71.2003,-71.2003,-71.2003,-71.2003,62.29,64,51,4.23
232,Lhokseumawe,ID,2021-06-06 23:28:38,5.1801,97.1507,97.1507,97.1507,97.1507,75.52,86,100,5.28
233,Arsk,RU,2021-06-06 23:28:38,56.0915,49.8778,49.8778,49.8778,49.8778,55.18,86,9,2.37
234,Kysyl-Syr,RU,2021-06-06 23:28:39,63.8986,122.7617,122.7617,122.7617,122.7617,48.94,87,100,8.61
235,Altus,US,2021-06-06 23:28:39,34.6381,-99.334,-99.334,-99.334,-99.334,89.11,48,40,1.99
236,Hithadhoo,MV,2021-06-06 23:25:10,-0.6,73.0833,73.0833,73.0833,73.0833,82.74,73,11,12.35
237,Buzmeyin,TM,2021-06-06 23:25:15,38.0507,58.2056,58.2056,58.2056,58.2056,76.73,47,0,5.75
238,Sola,VU,2021-06-06 23:25:18,-13.8833,167.55,167.55,167.55,167.55,79.47,78,90,2.3
239,Merritt Island,US,2021-06-06 23:28:33,28.5392,-80.672,-80.672,-80.672,-80.672,86.27,78,20,9.22
240,Tailai,CN,2021-06-06 23:28:40,46.3833,123.4,123.4,123.4,123.4,67.98,42,1,4.76
241,Eatonton,US,2021-06-06 23:28:40,33.3268,-83.3885,-83.3885,-83.3885,-83.3885,88.65,79,97,5.21
242,Norman Wells,CA,2021-06-06 23:25:08,65.282,-126.8329,-126.8329,-126.8329,-126.8329,50.04,66,75,0.0
243,Saldanha,ZA,2021-06-06 23:24:51,-33.0117,17.9442,17.9442,17.9442,17.9442,66.25,36,2,26.78
244,Isangel,VU,2021-06-06 23:25:07,-19.55,169.2667,169.2667,169.2667,169.2667,77.11,69,75,10.76
245,Longyearbyen,SJ,2021-06-06 23:26:15,78.2186,15.6401,15.6401,15.6401,15.6401,35.44,75,0,8.05
246,Nha Trang,VN,2021-06-06 23:28:41,12.25,109.1833,109.1833,109.1833,109.1833,86.0,77,100,5.73
247,Mount Gambier,AU,2021-06-06 23:25:18,-37.8333,140.7667,140.7667,140.7667,140.7667,55.31,71,100,20.71
248,Forestville,US,2021-06-06 23:25:18,38.8451,-76.875,-76.875,-76.875,-76.875,90.46,56,1,8.05
249,Sungaipenuh,ID,2021-06-06 23:28:42,-2.0833,101.3833,101.3833,101.3833,101.3833,61.68,94,76,1.52
250,Jackson,US,2021-06-06 23:28:42,42.4165,-122.8345,-122.8345,-122.8345,-122.8345,72.91,34,1,9.22
251,Pacific Grove,US,2021-06-06 23:26:27,36.6177,-121.9166,-121.9166,-121.9166,-121.9166,78.46,70,1,1.99
252,Staryy Merchyk,UA,2021-06-06 23:28:43,49.9815,35.759,35.759,35.759,35.759,56.8,95,84,5.88
253,Qandala,SO,2021-06-06 23:28:43,11.472,49.8728,49.8728,49.8728,49.8728,90.81,49,0,1.97
254,Abu Kamal,SY,2021-06-06 23:28:44,34.4506,40.9171,40.9171,40.9171,40.9171,78.01,27,0,6.55
255,Valparaiso,CL,2021-06-06 23:28:44,-33.0393,-71.6273,-71.6273,-71.6273,-71.6273,55.47,70,75,9.48
256,West Helena,US,2021-06-06 23:28:44,34.5507,-90.6418,-90.6418,-90.6418,-90.6418,76.68,78,99,11.18
257,Eseka,CM,2021-06-06 23:28:45,3.65,10.7667,10.7667,10.7667,10.7667,71.6,100,100,0.18
258,Palmer,US,2021-06-06 23:28:45,42.1584,-72.3287,-72.3287,-72.3287,-72.3287,88.97,52,52,4.09
259,Katsuura,JP,2021-06-06 23:25:11,35.1333,140.3,140.3,140.3,140.3,73.18,90,97,1.14
260,Kargasok,RU,2021-06-06 23:28:45,59.0556,80.8572,80.8572,80.8572,80.8572,47.61,91,100,9.73
261,Goianesia,BR,2021-06-06 23:28:46,-15.3175,-49.1175,-49.1175,-49.1175,-49.1175,74.1,45,97,2.98
262,Pombia,IT,2021-06-06 23:28:46,45.653,8.6336,8.6336,8.6336,8.6336,66.49,92,75,5.75
263,Cabo San Lucas,MX,2021-06-06 23:23:55,22.8909,-109.9124,-109.9124,-109.9124,-109.9124,100.51,39,1,9.22
264,Fairbanks,US,2021-06-06 23:24:32,64.8378,-147.7164,-147.7164,-147.7164,-147.7164,68.34,55,90,13.8
265,Syumsi,RU,2021-06-06 23:28:47,57.1111,51.6149,51.6149,51.6149,51.6149,53.85,93,5,2.15
266,Toribio,CO,2021-06-06 23:28:47,2.9548,-76.2684,-76.2684,-76.2684,-76.2684,62.98,96,100,1.25
267,Lawrence,US,2021-06-06 23:28:48,38.9717,-95.2353,-95.2353,-95.2353,-95.2353,84.31,57,75,12.66
268,Bathsheba,BB,2021-06-06 23:25:33,13.2167,-59.5167,-59.5167,-59.5167,-59.5167,81.21,65,20,20.87
269,Awjilah,LY,2021-06-06 23:25:40,29.1081,21.2869,21.2869,21.2869,21.2869,74.57,34,0,8.57
270,Bangkalan,ID,2021-06-06 23:28:48,-7.0455,112.7351,112.7351,112.7351,112.7351,78.75,86,21,3.11
271,Vao,NC,2021-06-06 23:25:28,-22.6667,167.4833,167.4833,167.4833,167.4833,70.11,65,99,16.35
272,Bambous Virieux,MU,2021-06-06 23:25:04,-20.3428,57.7575,57.7575,57.7575,57.7575,75.45,78,40,14.43
273,Niksic,ME,2021-06-06 23:28:49,42.7731,18.9445,18.9445,18.9445,18.9445,64.56,91,100,2.37
274,Oskemen,KZ,2021-06-06 23:28:49,49.9565,82.6119,82.6119,82.6119,82.6119,44.56,93,1,3.06
275,Kieta,PG,2021-06-06 23:26:10,-6.2167,155.6333,155.6333,155.6333,155.6333,82.51,78,84,4.76
276,Saravan,AM,2021-06-06 23:28:50,39.7196,45.6483,45.6483,45.6483,45.6483,56.05,52,0,4.65
277,Potosi,BO,2021-06-06 23:28:50,-19.5836,-65.7531,-65.7531,-65.7531,-65.7531,41.94,22,66,10.89
278,Glossa,GR,2021-06-06 23:28:51,35.4717,23.7763,23.7763,23.7763,23.7763,73.06,50,31,6.26
279,Gardez,AF,2021-06-06 23:28:51,33.5974,69.2259,69.2259,69.2259,69.2259,63.82,35,0,3.56
280,Sydney,AU,2021-06-06 23:24:52,-33.8679,151.2073,151.2073,151.2073,151.2073,57.31,79,0,4.0
281,Bronnoysund,NO,2021-06-06 23:28:52,65.4625,12.1997,12.1997,12.1997,12.1997,53.6,94,90,5.75
282,Mus,TR,2021-06-06 23:28:52,39.0,41.75,41.75,41.75,41.75,44.91,62,0,1.95
283,Igrim,RU,2021-06-06 23:28:52,63.1906,64.4162,64.4162,64.4162,64.4162,38.17,58,51,3.96
284,Esmeraldas,BR,2021-06-06 23:26:07,-19.7625,-44.3139,-44.3139,-44.3139,-44.3139,68.86,65,100,3.24
285,Upata,VE,2021-06-06 23:28:53,8.0086,-62.3989,-62.3989,-62.3989,-62.3989,71.85,95,43,5.28
286,Narok,KE,2021-06-06 23:28:53,-1.0783,35.8601,35.8601,35.8601,35.8601,53.91,94,30,6.91
287,Lagos,NG,2021-06-06 23:24:37,6.5833,3.75,3.75,3.75,3.75,79.12,92,97,3.58
288,Dhidhdhoo,MV,2021-06-06 23:26:19,6.8833,73.1,73.1,73.1,73.1,82.06,79,100,15.1
289,Kiruna,SE,2021-06-06 23:28:54,67.8557,20.2251,20.2251,20.2251,20.2251,47.32,53,33,3.44
290,Sobolevo,RU,2021-06-06 23:24:53,54.4299,31.8996,31.8996,31.8996,31.8996,54.46,92,57,6.53
291,Oxford,GB,2021-06-06 23:28:54,51.7522,-1.256,-1.256,-1.256,-1.256,62.2,88,40,3.38
292,Acari,PE,2021-06-06 23:28:55,-15.4311,-74.6158,-74.6158,-74.6158,-74.6158,67.01,75,8,4.32
293,Naze,JP,2021-06-06 23:28:55,28.3667,129.4833,129.4833,129.4833,129.4833,74.32,94,100,3.4
294,Beloha,MG,2021-06-06 23:28:56,-25.1667,45.05,45.05,45.05,45.05,61.23,79,16,12.19
295,Codrington,AU,2021-06-06 23:27:12,-38.2667,141.9667,141.9667,141.9667,141.9667,57.27,62,100,22.57
296,Baghdad,IQ,2021-06-06 23:25:56,33.3406,44.4009,44.4009,44.4009,44.4009,78.71,27,0,15.1
297,Havoysund,NO,2021-06-06 23:25:09,70.9963,24.6622,24.6622,24.6622,24.6622,40.08,67,2,8.93
298,Necochea,AR,2021-06-06 23:27:23,-38.5473,-58.7368,-58.7368,-58.7368,-58.7368,44.04,57,100,6.82
299,Laguna De Perlas,NI,2021-06-06 23:28:56,12.3429,-83.6712,-83.6712,-83.6712,-83.6712,80.4,87,56,11.23
300,Sochaczew,PL,2021-06-06 23:28:57,52.2294,20.2384,20.2384,20.2384,20.2384,67.39,74,88,6.53
301,Port Lincoln,AU,2021-06-06 23:26:52,-34.7333,135.8667,135.8667,135.8667,135.8667,60.82,52,94,23.8
302,Dikson,RU,2021-06-06 23:25:24,73.5069,80.5464,80.5464,80.5464,80.5464,29.35,92,100,11.97
303,Toora-Khem,RU,2021-06-06 23:28:57,52.4675,96.11,96.11,96.11,96.11,42.53,83,100,1.43
304,Makakilo City,US,2021-06-06 23:27:03,21.3469,-158.0858,-158.0858,-158.0858,-158.0858,82.72,52,40,12.66
305,Sal Rei,CV,2021-06-06 23:28:58,16.1833,-22.9167,-22.9167,-22.9167,-22.9167,72.16,90,27,20.04
306,Sayansk,RU,2021-06-06 23:28:58,54.1088,102.1648,102.1648,102.1648,102.1648,46.11,84,8,3.42
307,Rawson,AR,2021-06-06 23:28:59,-43.3002,-65.1023,-65.1023,-65.1023,-65.1023,49.62,51,53,21.47
308,Itarema,BR,2021-06-06 23:28:59,-2.9248,-39.9167,-39.9167,-39.9167,-39.9167,77.4,86,26,8.16
309,Tautira,PF,2021-06-06 23:26:47,-17.7333,-149.15,-149.15,-149.15,-149.15,86.02,73,45,12.39
310,Riviere-Au-Renard,CA,2021-06-06 23:29:00,48.9957,-64.3971,-64.3971,-64.3971,-64.3971,57.49,67,81,7.38
311,Avarua,CK,2021-06-06 23:24:23,-21.2078,-159.775,-159.775,-159.775,-159.775,75.25,64,75,4.61
312,Saint Anthony,US,2021-06-06 23:24:51,45.0205,-93.218,-93.218,-93.218,-93.218,92.98,38,1,5.01
313,Nagato,JP,2021-06-06 23:29:00,34.3833,131.2,131.2,131.2,131.2,70.25,84,100,5.35
314,Sorong,ID,2021-06-06 23:24:49,-0.8833,131.25,131.25,131.25,131.25,79.21,85,98,6.49
315,Pedernales,DO,2021-06-06 23:29:01,18.0384,-71.744,-71.744,-71.744,-71.744,83.79,65,61,12.73
316,Guerrero Negro,MX,2021-06-06 23:27:13,27.9769,-114.0611,-114.0611,-114.0611,-114.0611,69.49,60,69,17.0
317,Ilheus,BR,2021-06-06 23:28:22,-14.7889,-39.0494,-39.0494,-39.0494,-39.0494,73.22,94,40,4.61
318,Margate,GB,2021-06-06 23:26:06,51.3813,1.3862,1.3862,1.3862,1.3862,60.69,84,54,1.99
319,Thunder Bay,CA,2021-06-06 23:25:31,48.4001,-89.3168,-89.3168,-89.3168,-89.3168,87.71,38,20,21.85
320,Coquimbo,CL,2021-06-06 23:29:02,-29.9533,-71.3436,-71.3436,-71.3436,-71.3436,55.13,87,90,6.53
321,Hanyang,CN,2021-06-06 23:26:50,32.1371,105.5126,105.5126,105.5126,105.5126,70.09,63,96,4.59
322,Port Blair,IN,2021-06-06 23:24:30,11.6667,92.75,92.75,92.75,92.75,83.75,76,100,12.01
323,Bilma,NE,2021-06-06 23:29:02,18.6853,12.9164,12.9164,12.9164,12.9164,91.96,16,99,7.85
324,Kinsale,IE,2021-06-06 23:26:02,51.7075,-8.5306,-8.5306,-8.5306,-8.5306,49.37,93,40,5.28
325,Ust-Barguzin,RU,2021-06-06 23:29:03,53.45,108.9833,108.9833,108.9833,108.9833,42.96,91,100,2.89
326,Pevek,RU,2021-06-06 23:26:54,69.7008,170.3133,170.3133,170.3133,170.3133,48.31,66,29,13.11
327,Oga,IT,2021-06-06 23:29:03,46.4631,10.347,10.347,10.347,10.347,51.69,95,99,3.85
328,Arinos,BR,2021-06-06 23:29:04,-15.9169,-46.1056,-46.1056,-46.1056,-46.1056,74.55,48,100,2.48
329,Coihaique,CL,2021-06-06 23:25:26,-45.5752,-72.0662,-72.0662,-72.0662,-72.0662,44.55,81,75,6.91
330,Matiguas,NI,2021-06-06 23:29:04,12.8373,-85.4622,-85.4622,-85.4622,-85.4622,82.33,66,80,9.51
331,Tongren,CN,2021-06-06 23:29:05,27.7172,109.1853,109.1853,109.1853,109.1853,74.7,84,90,0.78
332,Paita,PE,2021-06-06 23:26:39,-5.0892,-81.1144,-81.1144,-81.1144,-81.1144,68.29,80,90,15.12
333,Odienne,CI,2021-06-06 23:29:05,9.51,-7.5692,-7.5692,-7.5692,-7.5692,82.54,52,60,9.44
334,Marand,IR,2021-06-06 23:29:05,38.4329,45.7749,45.7749,45.7749,45.7749,59.34,39,0,2.24
335,Berlevag,NO,2021-06-06 23:24:55,70.8578,29.0864,29.0864,29.0864,29.0864,39.25,72,6,0.78
336,Harper,LR,2021-06-06 23:29:06,4.375,-7.7169,-7.7169,-7.7169,-7.7169,78.06,88,100,11.83
337,Ichinohe,JP,2021-06-06 23:29:06,40.2069,141.3017,141.3017,141.3017,141.3017,67.78,66,100,6.69
338,Ballina,AU,2021-06-06 23:25:21,-28.8667,153.5667,153.5667,153.5667,153.5667,58.96,73,11,6.91
339,Gizo,SB,2021-06-06 23:29:07,-8.103,156.8419,156.8419,156.8419,156.8419,83.01,74,33,5.06
340,Atyrau,KZ,2021-06-06 23:29:07,47.1167,51.8833,51.8833,51.8833,51.8833,60.82,51,20,8.95
341,Pak Phanang,TH,2021-06-06 23:29:07,8.3511,100.202,100.202,100.202,100.202,78.82,83,100,9.78
342,Anadyr,RU,2021-06-06 23:27:09,64.75,177.4833,177.4833,177.4833,177.4833,46.9,57,75,8.19
343,Kalabo,ZM,2021-06-06 23:29:08,-14.97,22.6814,22.6814,22.6814,22.6814,52.43,59,85,6.02
344,Valdivia,CL,2021-06-06 23:22:13,-39.8142,-73.2459,-73.2459,-73.2459,-73.2459,42.89,93,100,1.83
345,Chake Chake,TZ,2021-06-06 23:29:08,-5.2459,39.7666,39.7666,39.7666,39.7666,77.31,74,21,14.16
346,Bowen,AU,2021-06-06 23:24:34,-20.0167,148.2333,148.2333,148.2333,148.2333,70.02,75,89,11.65
347,Sioux Lookout,CA,2021-06-06 23:29:09,50.1001,-91.917,-91.917,-91.917,-91.917,78.87,65,40,9.22
348,Meulaboh,ID,2021-06-06 23:24:27,4.1363,96.1285,96.1285,96.1285,96.1285,74.19,88,100,5.39
349,Thompson,CA,2021-06-06 23:24:20,55.7435,-97.8558,-97.8558,-97.8558,-97.8558,59.16,77,90,10.36
350,Birao,CF,2021-06-06 23:29:10,10.2849,22.7882,22.7882,22.7882,22.7882,77.94,67,36,4.0
351,Yar-Sale,RU,2021-06-06 23:24:50,66.8333,70.8333,70.8333,70.8333,70.8333,35.08,86,61,9.31
352,Smoky Lake,CA,2021-06-06 23:29:10,54.1169,-112.4686,-112.4686,-112.4686,-112.4686,68.58,36,76,9.84
353,Ostrovnoy,RU,2021-06-06 23:24:47,68.0531,39.5131,39.5131,39.5131,39.5131,37.96,93,7,6.53
354,Bereda,ES,2021-06-06 23:29:11,43.2686,-7.5406,-7.5406,-7.5406,-7.5406,55.92,100,70,3.47
355,Laguna,US,2021-06-06 23:25:53,38.421,-121.4238,-121.4238,-121.4238,-121.4238,96.46,27,1,7.0
356,Namibe,AO,2021-06-06 23:26:39,-15.1961,12.1522,12.1522,12.1522,12.1522,74.14,50,41,9.26
357,Seguela,CI,2021-06-06 23:29:11,7.9611,-6.6731,-6.6731,-6.6731,-6.6731,77.31,78,50,7.87
358,Beyneu,KZ,2021-06-06 23:29:12,45.3167,55.2,55.2,55.2,55.2,65.53,50,1,10.47
359,Carthage,TN,2021-06-06 23:29:12,36.8611,10.3316,10.3316,10.3316,10.3316,71.15,68,20,11.5
360,Biltine,TD,2021-06-06 23:29:12,14.5333,20.9167,20.9167,20.9167,20.9167,89.04,16,82,4.92
361,Malangwa,NP,2021-06-06 23:29:13,26.8568,85.5581,85.5581,85.5581,85.5581,84.63,50,7,6.35
362,Mgachi,RU,2021-06-06 23:29:13,51.05,142.2667,142.2667,142.2667,142.2667,41.54,97,100,2.75
363,Quang Ngai,VN,2021-06-06 23:27:41,15.1167,108.8,108.8,108.8,108.8,80.1,81,100,4.68
364,Garowe,SO,2021-06-06 23:25:34,8.4054,48.4845,48.4845,48.4845,48.4845,78.26,66,0,20.98
365,Te Anau,NZ,2021-06-06 23:29:14,-45.4167,167.7167,167.7167,167.7167,167.7167,42.51,84,12,1.21
366,Alice Springs,AU,2021-06-06 23:24:21,-23.7,133.8833,133.8833,133.8833,133.8833,45.95,66,12,3.06
367,Montepuez,MZ,2021-06-06 23:26:46,-13.1256,38.9997,38.9997,38.9997,38.9997,60.51,80,14,7.49
368,Ostersund,SE,2021-06-06 23:29:14,63.1792,14.6357,14.6357,14.6357,14.6357,55.62,100,100,8.05
369,Emba,KZ,2021-06-06 23:29:14,48.8264,58.1442,58.1442,58.1442,58.1442,65.28,49,100,6.6
370,Vytegra,RU,2021-06-06 23:29:15,61.0064,36.4481,36.4481,36.4481,36.4481,54.37,91,2,4.81
371,Cassia,BR,2021-06-06 23:29:15,-20.5831,-46.9219,-46.9219,-46.9219,-46.9219,70.27,54,95,0.25
372,Hasaki,JP,2021-06-06 23:23:08,35.7333,140.8333,140.8333,140.8333,140.8333,72.0,83,100,1.12
373,Santa Maria,BR,2021-06-06 23:29:16,-29.6842,-53.8069,-53.8069,-53.8069,-53.8069,58.3,94,90,12.28
374,Frederico Westphalen,BR,2021-06-06 23:29:16,-27.3592,-53.3944,-53.3944,-53.3944,-53.3944,62.64,96,100,3.6
375,Port Moresby,PG,2021-06-06 23:29:16,-9.4431,147.1797,147.1797,147.1797,147.1797,76.75,87,100,5.28
376,Sile,TR,2021-06-06 23:29:17,41.1754,29.6133,29.6133,29.6133,29.6133,66.87,63,56,1.01
377,Eureka,US,2021-06-06 23:26:35,40.8021,-124.1637,-124.1637,-124.1637,-124.1637,69.67,66,68,10.0
378,Mogadishu,SO,2021-06-06 23:24:40,2.0371,45.3438,45.3438,45.3438,45.3438,78.82,87,47,20.56
379,Mont-De-Marsan,FR,2021-06-06 23:29:17,44.0,-0.6667,-0.6667,-0.6667,-0.6667,60.28,77,0,3.44
380,San Quintin,MX,2021-06-06 23:26:24,30.4833,-115.95,-115.95,-115.95,-115.95,65.57,64,13,10.78
381,Gamba,GA,2021-06-06 23:29:18,-2.65,10.0,10.0,10.0,10.0,75.13,96,95,4.92
382,Azul,AR,2021-06-06 23:29:18,-36.777,-59.8585,-59.8585,-59.8585,-59.8585,45.57,65,100,5.37
383,Copiapo,CL,2021-06-06 23:29:18,-27.3667,-70.3333,-70.3333,-70.3333,-70.3333,51.49,66,0,1.14
384,Udachnyy,RU,2021-06-06 23:29:19,66.4167,112.4,112.4,112.4,112.4,43.39,63,82,23.38
385,Dalvik,IS,2021-06-06 23:29:19,65.9702,-18.5286,-18.5286,-18.5286,-18.5286,48.13,69,82,7.18
386,Atar,MR,2021-06-06 23:24:23,20.5169,-13.0499,-13.0499,-13.0499,-13.0499,95.36,15,8,21.05
387,Penalva,BR,2021-06-06 23:29:20,-3.2942,-45.1736,-45.1736,-45.1736,-45.1736,79.36,69,66,0.34
388,Saint-Joseph,RE,2021-06-06 23:29:20,-21.3667,55.6167,55.6167,55.6167,55.6167,71.98,86,70,13.06
389,Savannah Bight,HN,2021-06-06 23:27:04,16.45,-85.85,-85.85,-85.85,-85.85,86.0,82,82,28.5
390,Padang,ID,2021-06-06 23:24:47,-0.9492,100.3543,100.3543,100.3543,100.3543,75.6,78,78,3.83
391,La Tijera,MX,2021-06-06 23:29:21,19.9,-104.4,-104.4,-104.4,-104.4,75.06,52,80,7.81
392,Alofi,NU,2021-06-06 23:24:22,-19.0595,-169.9187,-169.9187,-169.9187,-169.9187,80.49,61,54,9.22
393,Iglesias,IT,2021-06-06 23:29:21,39.3114,8.535,8.535,8.535,8.535,65.75,96,7,4.54
394,Gore,NZ,2021-06-06 23:29:22,-46.1028,168.9436,168.9436,168.9436,168.9436,49.23,77,57,3.38
395,Camocim,BR,2021-06-06 23:29:22,-2.9022,-40.8411,-40.8411,-40.8411,-40.8411,79.61,83,60,8.14
396,Tampere,FI,2021-06-06 23:29:22,61.4991,23.7871,23.7871,23.7871,23.7871,61.18,82,0,6.04
397,Muncar,ID,2021-06-06 23:29:23,-8.4333,114.3333,114.3333,114.3333,114.3333,75.09,93,38,1.43
398,Jiuquan,CN,2021-06-06 23:29:23,39.7432,98.5174,98.5174,98.5174,98.5174,59.49,22,5,4.9
399,Daru,PG,2021-06-06 23:26:41,-9.0763,143.2092,143.2092,143.2092,143.2092,77.4,89,98,17.43
400,Clyde River,CA,2021-06-06 23:26:17,70.4692,-68.5914,-68.5914,-68.5914,-68.5914,34.03,93,90,16.11
401,Constitucion,CL,2021-06-06 23:25:56,-35.3333,-72.4167,-72.4167,-72.4167,-72.4167,51.93,72,100,8.99
402,Myrtle Beach,US,2021-06-06 23:27:10,33.6891,-78.8867,-78.8867,-78.8867,-78.8867,78.35,95,20,6.91
403,Bilibino,RU,2021-06-06 23:25:05,68.0546,166.4372,166.4372,166.4372,166.4372,66.9,39,6,6.58
404,Ulverstone,AU,2021-06-06 23:29:24,-41.15,146.1667,146.1667,146.1667,146.1667,57.29,87,100,20.67
405,Venado Tuerto,AR,2021-06-06 23:29:24,-33.7456,-61.9688,-61.9688,-61.9688,-61.9688,49.89,49,96,7.58
406,Saint-Dizier,FR,2021-06-06 23:29:25,48.4167,5.0833,5.0833,5.0833,5.0833,57.25,96,85,5.48
407,Smyrna,US,2021-06-06 23:28:20,33.884,-84.5144,-84.5144,-84.5144,-84.5144,84.16,66,90,5.75
408,Dakar,SN,2021-06-06 23:29:25,14.6937,-17.4441,-17.4441,-17.4441,-17.4441,76.08,83,0,2.3
409,Comodoro Rivadavia,AR,2021-06-06 23:27:22,-45.8667,-67.5,-67.5,-67.5,-67.5,51.66,46,0,14.97
410,Yanam,IN,2021-06-06 23:29:26,16.7333,82.2167,82.2167,82.2167,82.2167,80.96,84,18,3.4
411,Tramandai,BR,2021-06-06 23:29:26,-29.9847,-50.1336,-50.1336,-50.1336,-50.1336,62.69,80,100,8.48
412,Nouadhibou,MR,2021-06-06 23:29:26,20.931,-17.0347,-17.0347,-17.0347,-17.0347,67.98,77,94,24.16
413,Dzilam Gonzalez,MX,2021-06-06 23:25:32,21.2833,-88.9333,-88.9333,-88.9333,-88.9333,93.13,48,64,8.1
414,Tessalit,ML,2021-06-06 23:27:20,20.1986,1.0114,1.0114,1.0114,1.0114,94.91,13,48,4.97
415,Soanierana Ivongo,MG,2021-06-06 23:29:27,-16.9167,49.5833,49.5833,49.5833,49.5833,70.68,83,93,13.71
416,Lagoa,PT,2021-06-06 23:24:58,39.05,-27.9833,-27.9833,-27.9833,-27.9833,63.82,88,100,11.7
417,Chunan,CN,2021-06-06 23:29:28,24.5277,110.548,110.548,110.548,110.548,72.01,79,0,0.58
418,Vostok,RU,2021-06-06 23:27:19,46.4856,135.8833,135.8833,135.8833,135.8833,60.08,58,73,4.05
419,Zadonsk,RU,2021-06-06 23:29:28,52.3904,38.9261,38.9261,38.9261,38.9261,55.54,96,13,6.17
420,Dudinka,RU,2021-06-06 23:29:29,69.4058,86.1778,86.1778,86.1778,86.1778,31.59,95,100,6.22
421,Provideniya,RU,2021-06-06 23:25:03,64.3833,-173.3,-173.3,-173.3,-173.3,42.91,61,75,4.47
422,Kijang,KR,2021-06-06 23:29:29,35.2442,129.2139,129.2139,129.2139,129.2139,73.13,63,1,7.29
423,Chimoio,MZ,2021-06-06 23:29:30,-19.1164,33.4833,33.4833,33.4833,33.4833,57.06,100,75,6.13
424,Primorsk,UA,2021-06-06 23:29:30,46.7348,36.3443,36.3443,36.3443,36.3443,59.18,81,100,8.43
425,Huarmey,PE,2021-06-06 23:29:30,-10.0681,-78.1522,-78.1522,-78.1522,-78.1522,66.34,81,96,8.41
426,General Pico,AR,2021-06-06 23:24:19,-35.6566,-63.7568,-63.7568,-63.7568,-63.7568,48.6,51,93,7.4
427,Auki,SB,2021-06-06 23:29:31,-8.7676,160.7034,160.7034,160.7034,160.7034,83.75,70,12,3.09
428,Pangnirtung,CA,2021-06-06 23:25:34,66.1451,-65.7125,-65.7125,-65.7125,-65.7125,32.49,93,26,2.86
429,Jiamusi,CN,2021-06-06 23:29:31,46.8333,130.35,130.35,130.35,130.35,64.33,65,0,4.88
430,Khorixas,NA,2021-06-06 23:21:18,-20.3667,14.9667,14.9667,14.9667,14.9667,61.16,36,2,10.87
431,Chodavaram,IN,2021-06-06 23:29:32,17.8333,82.95,82.95,82.95,82.95,82.24,78,25,3.91
432,Codajas,BR,2021-06-06 23:29:32,-3.8367,-62.0569,-62.0569,-62.0569,-62.0569,76.77,92,60,1.66
433,Charters Towers,AU,2021-06-06 23:29:32,-20.1,146.2667,146.2667,146.2667,146.2667,64.44,73,51,12.03
434,Hudiksvall,SE,2021-06-06 23:24:33,61.729,17.1036,17.1036,17.1036,17.1036,59.52,71,88,4.23
435,Praia Da Vitoria,PT,2021-06-06 23:29:33,38.7333,-27.0667,-27.0667,-27.0667,-27.0667,65.75,94,20,4.23
436,Iqaluit,CA,2021-06-06 23:26:24,63.7506,-68.5145,-68.5145,-68.5145,-68.5145,33.53,86,75,5.99
437,Ishigaki,JP,2021-06-06 23:29:33,24.3448,124.1572,124.1572,124.1572,124.1572,82.53,94,75,5.75
438,Opuwo,NA,2021-06-06 23:29:34,-18.0607,13.84,13.84,13.84,13.84,55.89,46,1,4.05
